replicate_seed,effect_size,method,statistic,p_value,permutations,bandwidth,rejected,replicate
11152194560347643008,0.0,quotient_exact,-0.07529756030978407,0.984375,256,6.517337864061376,False,7
11152194560347643008,0.0,raw_coordinates,0.5844624473956477,0.0078125,256,13.369764068109163,True,7
11152194560347643008,0.0,moment_registration,-0.09251177008714473,0.9765625,256,3.828940983778886,False,7
11152194560347643008,0.0,euler_secondary,-0.047288700610958245,0.8203125,256,2.23606797749979,False,7
11392586563433032495,0.0,quotient_exact,-0.07826136815297391,0.6953125,256,7.528606709796629,False,8
11392586563433032495,0.0,raw_coordinates,0.46419210794715093,0.0078125,256,12.531528785515373,True,8
11392586563433032495,0.0,moment_registration,-0.11313353881161681,0.9375,256,4.633291568439691,False,8
11392586563433032495,0.0,euler_secondary,-0.03137168840444571,0.609375,256,2.0615528128088303,False,8
12104643972897184916,0.0,quotient_exact,-0.08573828596737032,0.8046875,256,7.050851652706312,False,9
12104643972897184916,0.0,raw_coordinates,0.4061831749432959,0.0078125,256,13.444245574894296,True,9
12104643972897184916,0.0,moment_registration,-0.10136393185641934,0.65625,256,3.8568384322670677,False,9
12104643972897184916,0.0,euler_secondary,-0.06782228949528823,0.9453125,256,2.7386127875258306,False,9
5006704240795252002,0.0,quotient_exact,-0.013061421280400998,0.2421875,256,5.746806131446476,False,10
5006704240795252002,0.0,raw_coordinates,0.602001256828288,0.0078125,256,11.684734259874407,True,10
5006704240795252002,0.0,moment_registration,-0.05068196266125602,0.1953125,256,2.796315005819153,False,10
5006704240795252002,0.0,euler_secondary,-0.010558484327424345,0.3671875,256,2.449489742783178,False,10
2443830309680113904,0.0,quotient_exact,-0.0506340215244756,0.625,256,6.40693368850496,False,11
2443830309680113904,0.0,raw_coordinates,0.5417184232661669,0.0078125,256,11.907167894107957,True,11
2443830309680113904,0.0,moment_registration,-0.06601637638628333,0.328125,256,3.673418986562767,False,11
2443830309680113904,0.0,euler_secondary,-0.045979870361630315,0.5390625,256,6.726812023536855,False,11
10854318299683127675,0.0,quotient_exact,-0.09421473010294468,0.96875,256,7.038683363911316,False,12
10854318299683127675,0.0,raw_coordinates,0.5025181545024409,0.0078125,256,12.433214342468032,True,12
10854318299683127675,0.0,moment_registration,-0.0896685186669719,0.09375,256,4.149738286296039,False,12
10854318299683127675,0.0,euler_secondary,-0.009381396215933036,0.390625,256,2.6457513110645907,False,12
9581767603744724951,0.0,quotient_exact,-0.02814768421218461,0.453125,256,6.12141776529578,False,13
9581767603744724951,0.0,raw_coordinates,0.46531196490738325,0.0078125,256,12.591663687938604,True,13
9581767603744724951,0.0,moment_registration,-0.056047702140675226,0.234375,256,3.4869659992662605,False,13
9581767603744724951,0.0,euler_secondary,0.06280257370520292,0.09375,256,6.745368781616021,False,13
6921042043183003498,0.0,quotient_exact,-0.05651931840303037,0.484375,256,6.85176230560623,False,14
6921042043183003498,0.0,raw_coordinates,0.5191951323832737,0.0078125,256,12.46471429578846,True,14
6921042043183003498,0.0,moment_registration,-0.09792967323906632,0.9140625,256,3.900608319908577,False,14
6921042043183003498,0.0,euler_secondary,-0.01213018909203245,0.4375,256,2.1213203435596424,False,14
3691270843507189856,0.0,quotient_exact,-0.03312793265902081,0.0078125,256,6.222938381178778,True,15
3691270843507189856,0.0,raw_coordinates,0.4265343550058459,0.0078125,256,12.527672653092049,True,15
3691270843507189856,0.0,moment_registration,-0.05469783584515453,0.1953125,256,3.601661479708813,False,15
3691270843507189856,0.0,euler_secondary,0.008910988513700757,0.265625,256,1.8708286933869707,False,15
7549107126082506642,0.0,quotient_exact,-0.041077011591467816,0.09375,256,6.6647761774679815,False,16
7549107126082506642,0.0,raw_coordinates,0.6534571913413756,0.0078125,256,13.099480621567244,True,16
7549107126082506642,0.0,moment_registration,-0.06057027204993404,0.0390625,256,4.216161082982669,True,16
7549107126082506642,0.0,euler_secondary,0.008159929498685159,0.2421875,256,2.5,False,16
4924327522248003393,0.0,quotient_exact,0.006634086828032015,0.1171875,256,5.813417495811426,False,17
4924327522248003393,0.0,raw_coordinates,0.4898477161119906,0.0078125,256,13.155687807810747,True,17
4924327522248003393,0.0,moment_registration,0.006813376820772543,0.0234375,256,3.032010540577622,True,17
4924327522248003393,0.0,euler_secondary,-0.026959482363962395,0.65625,256,1.6583123951777,False,17
1341948807527306222,0.0,quotient_exact,-0.06594263831581904,0.2734375,256,7.578556408312049,False,18
1341948807527306222,0.0,raw_coordinates,0.5076808672688629,0.0078125,256,12.785792421867603,True,18
1341948807527306222,0.0,moment_registration,-0.09706213786293949,0.078125,256,4.655002875247624,False,18
1341948807527306222,0.0,euler_secondary,-0.036834545441029154,0.8203125,256,2.8722813232690143,False,18
8590628532549220465,0.0,quotient_exact,-0.06297458423837587,0.40625,256,7.143500505248583,False,19
8590628532549220465,0.0,raw_coordinates,0.6036191574888996,0.0078125,256,12.120334954477412,True,19
8590628532549220465,0.0,moment_registration,-0.0865378227777609,0.1796875,256,4.513588907129188,False,19
8590628532549220465,0.0,euler_secondary,0.010854663377194318,0.140625,256,2.8284271247461903,False,19
5271376846478961258,0.0,quotient_exact,-0.05711865293020313,0.2265625,256,6.506950328363463,False,20
5271376846478961258,0.0,raw_coordinates,0.629806617866458,0.0078125,256,13.13637364780549,True,20
5271376846478961258,0.0,moment_registration,-0.07155791719601678,0.3828125,256,3.700319616712222,False,20
5271376846478961258,0.0,euler_secondary,-0.034097250618400854,0.6875,256,2.29128784747792,False,20
14366762291387053034,0.0,quotient_exact,-0.06153409675646371,0.4765625,256,7.02064259708067,False,21
14366762291387053034,0.0,raw_coordinates,0.6456967512895151,0.0078125,256,12.718158804517028,True,21
14366762291387053034,0.0,moment_registration,-0.09818487046620195,0.8671875,256,4.487995559292845,False,21
14366762291387053034,0.0,euler_secondary,0.00923998775168855,0.3203125,256,3.0,False,21
14895079933591317788,0.0,quotient_exact,-0.06621897801316667,0.5625,256,6.366463660957049,False,22
14895079933591317788,0.0,raw_coordinates,0.5192150784849424,0.0078125,256,13.05086987433368,True,22
14895079933591317788,0.0,moment_registration,-0.0820463796872557,0.6796875,256,3.7475745008799786,False,22
14895079933591317788,0.0,euler_secondary,-0.0016764305495553522,0.15625,256,1.5811388300841898,False,22
13998400495261349309,0.0,quotient_exact,-0.08579790708325785,0.984375,256,6.71343792730954,False,23
13998400495261349309,0.0,raw_coordinates,0.5394709334385845,0.0078125,256,13.220044789946918,True,23
13998400495261349309,0.0,moment_registration,-0.09285156674928186,0.921875,256,3.86153769871999,False,23
13998400495261349309,0.0,euler_secondary,0.04756827505519101,0.140625,256,2.6457513110645907,False,23
12726056729955640111,0.0,quotient_exact,-0.025419134822672884,0.140625,256,6.841244976175271,False,24
12726056729955640111,0.0,raw_coordinates,0.5877104120279022,0.0078125,256,14.046194893024001,True,24
12726056729955640111,0.0,moment_registration,-0.05197796906718655,0.25,256,3.861354991984048,False,24
12726056729955640111,0.0,euler_secondary,-0.03884412133894144,0.7109375,256,2.0,False,24
9678904988835075341,0.0,quotient_exact,-0.042057959678420964,0.046875,256,7.957521057983988,True,25
9678904988835075341,0.0,raw_coordinates,0.5468282634689374,0.0078125,256,12.656231600151873,True,25
9678904988835075341,0.0,moment_registration,-0.09187933987102859,0.34375,256,4.960231067514672,False,25
9678904988835075341,0.0,euler_secondary,-0.057839590323565004,0.984375,256,3.082207001484488,False,25
17571954611242821026,0.0,quotient_exact,-0.07179369531114221,0.96875,256,6.276044742428095,False,26
17571954611242821026,0.0,raw_coordinates,0.5472973442170139,0.0078125,256,13.596957399999678,True,26
17571954611242821026,0.0,moment_registration,-0.08743798168212069,0.703125,256,3.548379969774766,False,26
17571954611242821026,0.0,euler_secondary,-0.06004110525758699,0.9765625,256,1.9364916731037085,False,26
9055111222425644842,0.0,quotient_exact,-0.050213318169041066,0.15625,256,6.702592581979178,False,27
9055111222425644842,0.0,raw_coordinates,0.4568150561478377,0.0078125,256,12.937777873312461,True,27
9055111222425644842,0.0,moment_registration,-0.06749279103256489,0.2578125,256,4.004997007447285,False,27
9055111222425644842,0.0,euler_secondary,-0.005404669756552738,0.21875,256,1.7320508075688772,False,27
11064185924350924802,0.0,quotient_exact,-0.055510512136283,0.8046875,256,6.5699874777703595,False,28
11064185924350924802,0.0,raw_coordinates,0.5355165015546579,0.0078125,256,13.143422130370501,True,28
11064185924350924802,0.0,moment_registration,-0.05479931735806498,0.3828125,256,3.693004504746656,False,28
11064185924350924802,0.0,euler_secondary,-0.013877653830319026,0.5625,256,1.7320508075688772,False,28
3281976879962163580,0.0,quotient_exact,-0.07695039316088315,0.90625,256,7.357303258163196,False,29
3281976879962163580,0.0,raw_coordinates,0.5290521778899974,0.0078125,256,12.0768004613371,True,29
3281976879962163580,0.0,moment_registration,-0.10869057977198715,1.0,256,4.134953944664637,False,29
3281976879962163580,0.0,euler_secondary,-0.02807456878746617,0.5234375,256,2.1213203435596424,False,29
17966518547395102437,0.0,quotient_exact,-0.05283666744809545,0.3828125,256,6.838749859920512,False,30
17966518547395102437,0.0,raw_coordinates,0.4710540241037833,0.015625,256,11.243222238816161,True,30
17966518547395102437,0.0,moment_registration,-0.07222110421836503,0.0625,256,4.0699894988074155,False,30
17966518547395102437,0.0,euler_secondary,-0.0065138770848690575,0.5078125,256,2.29128784747792,False,30
11434687359902523557,0.0,quotient_exact,-0.06712947912912937,0.796875,256,7.691055180737019,False,31
11434687359902523557,0.0,raw_coordinates,0.45727573834116153,0.0078125,256,12.586216857331811,True,31
11434687359902523557,0.0,moment_registration,-0.09631007502673983,0.703125,256,4.926532296313266,False,31
11434687359902523557,0.0,euler_secondary,-0.03779014724076424,0.7109375,256,2.345207879911715,False,31
6880008416435348104,0.0,quotient_exact,-0.07197339331836028,0.8125,256,7.229384862787834,False,32
6880008416435348104,0.0,raw_coordinates,0.5356301059238269,0.0078125,256,12.21904468848736,True,32
6880008416435348104,0.0,moment_registration,-0.10743326619187255,0.71875,256,4.614760906448416,False,32
6880008416435348104,0.0,euler_secondary,0.05634325827996345,0.1953125,256,4.06201920231798,False,32
15409514653702490871,0.0,quotient_exact,-0.06137706913795582,0.3515625,256,6.874494362376585,False,33
15409514653702490871,0.0,raw_coordinates,0.6092042160834342,0.0078125,256,12.274988777014519,True,33
15409514653702490871,0.0,moment_registration,-0.07188216703825256,0.4609375,256,3.7674766327519023,False,33
15409514653702490871,0.0,euler_secondary,-0.04139302801417233,0.6875,256,2.1213203435596424,False,33
3190997942595493851,0.0,quotient_exact,-0.05630677467923739,0.6015625,256,6.962660280221683,False,34
3190997942595493851,0.0,raw_coordinates,0.4832421929798799,0.0078125,256,12.428954976721007,True,34
3190997942595493851,0.0,moment_registration,-0.1009074770714411,0.9140625,256,4.1741475194732205,False,34
3190997942595493851,0.0,euler_secondary,-0.029943372339363172,0.6484375,256,2.0,False,34
10852620259027481979,0.0,quotient_exact,-0.06704387941859313,0.6953125,256,6.647691775168614,False,35
10852620259027481979,0.0,raw_coordinates,0.5639855835119331,0.0078125,256,12.63489101149533,True,35
10852620259027481979,0.0,moment_registration,-0.07152511958844932,0.2578125,256,3.323870170670596,False,35
10852620259027481979,0.0,euler_secondary,0.0062055053624352485,0.1640625,256,2.23606797749979,False,35
10675402853038612310,0.0,quotient_exact,-0.03590826113832368,0.046875,256,7.346572624955516,True,36
10675402853038612310,0.0,raw_coordinates,0.4636802224753941,0.0078125,256,12.80938021190964,True,36
10675402853038612310,0.0,moment_registration,-0.07498237697210242,0.2421875,256,4.796695782283868,False,36
10675402853038612310,0.0,euler_secondary,-0.057333968500107635,0.9453125,256,2.9154759474226504,False,36
9276651556259541831,0.0,quotient_exact,-0.016790131768438465,0.1484375,256,5.526729108289028,False,37
9276651556259541831,0.0,raw_coordinates,0.5112864891935947,0.0078125,256,11.97332070015176,True,37
9276651556259541831,0.0,moment_registration,-0.033050230308659945,0.2578125,256,2.955598725952855,False,37
9276651556259541831,0.0,euler_secondary,-0.0010410522524171295,0.375,256,2.5495097567963922,False,37
15242794581460039594,0.0,quotient_exact,-0.05531407082451678,0.40625,256,6.239651512635496,False,38
15242794581460039594,0.0,raw_coordinates,0.5323923346166972,0.0078125,256,12.547960504331247,True,38
15242794581460039594,0.0,moment_registration,-0.08183789307311051,0.3203125,256,3.2985405545335547,False,38
15242794581460039594,0.0,euler_secondary,-0.033768716357635675,0.1640625,256,2.23606797749979,False,38
11354980717213364976,0.0,quotient_exact,-0.05667086775839025,0.1640625,256,7.534539952939982,False,39
11354980717213364976,0.0,raw_coordinates,0.47292034715350784,0.0078125,256,12.906326767518953,True,39
11354980717213364976,0.0,moment_registration,-0.07197739688371885,0.203125,256,4.611225851870415,False,39
11354980717213364976,0.0,euler_secondary,-0.0182544207262203,0.7109375,256,2.23606797749979,False,39
1022822888823573582,0.0,quotient_exact,-0.05858413851217015,0.109375,256,7.026687954965167,False,40
1022822888823573582,0.0,raw_coordinates,0.47750087179947276,0.0078125,256,12.790323007991748,True,40
1022822888823573582,0.0,moment_registration,-0.08488301345932048,0.203125,256,4.473919589024021,False,40
1022822888823573582,0.0,euler_secondary,-0.06457193784147885,0.609375,256,2.0,False,40
5547518253662574713,0.0,quotient_exact,-0.058428987793780696,0.4609375,256,6.870523256650157,False,41
5547518253662574713,0.0,raw_coordinates,0.5232874312530167,0.0078125,256,12.713633053596954,True,41
5547518253662574713,0.0,moment_registration,-0.09403510621434674,0.5703125,256,4.423574751400651,False,41
5547518253662574713,0.0,euler_secondary,-0.01074977811451483,0.546875,256,1.7320508075688772,False,41
7468713797354106160,0.0,quotient_exact,-0.0763390962788586,0.671875,256,8.023934789843889,False,42
7468713797354106160,0.0,raw_coordinates,0.42557534026192456,0.0078125,256,12.127438517859659,True,42
7468713797354106160,0.0,moment_registration,-0.09651386227227332,0.75,256,5.613839009885056,False,42
7468713797354106160,0.0,euler_secondary,0.009129520604071906,0.2890625,256,3.570714214271425,False,42
6750053080747137088,0.0,quotient_exact,-0.08063737975943774,0.859375,256,7.3152479278959355,False,43
6750053080747137088,0.0,raw_coordinates,0.37595479718478686,0.0078125,256,11.720016128013787,True,43
6750053080747137088,0.0,moment_registration,-0.09218362320346085,0.078125,256,4.645761111668,False,43
6750053080747137088,0.0,euler_secondary,-0.04856628101717886,0.609375,256,3.0,False,43
10178250082856312039,0.0,quotient_exact,-0.04406520282844251,0.25,256,7.277642109246906,False,44
10178250082856312039,0.0,raw_coordinates,0.40375788965459114,0.0078125,256,12.119819493913857,True,44
10178250082856312039,0.0,moment_registration,-0.10203437929290149,0.8203125,256,4.467611372038829,False,44
10178250082856312039,0.0,euler_secondary,-0.07127354065455982,0.9921875,256,2.23606797749979,False,44
5655587012344798166,0.0,quotient_exact,-0.060218999311116184,0.703125,256,6.990524642355162,False,45
5655587012344798166,0.0,raw_coordinates,0.5081847018959154,0.0078125,256,12.5749565859913,True,45
5655587012344798166,0.0,moment_registration,-0.07162987057105963,0.3203125,256,4.548217605867296,False,45
5655587012344798166,0.0,euler_secondary,-0.024707349878691942,0.421875,256,2.9154759474226504,False,45
2702045607442481273,0.0,quotient_exact,-0.09652162713526158,0.9296875,256,7.389971050325725,False,46
2702045607442481273,0.0,raw_coordinates,0.3275276715038835,0.0078125,256,12.007183114257954,True,46
2702045607442481273,0.0,moment_registration,-0.09403849182297941,0.390625,256,4.645228538743898,False,46
2702045607442481273,0.0,euler_secondary,-0.04030302465868851,0.8046875,256,2.0,False,46
16208962587058121412,0.0,quotient_exact,-0.06393193556703636,0.375,256,7.089123917479395,False,47
16208962587058121412,0.0,raw_coordinates,0.4952575621270624,0.0078125,256,12.623726398676041,True,47
16208962587058121412,0.0,moment_registration,-0.10000751091574844,0.6171875,256,4.413367604957527,False,47
16208962587058121412,0.0,euler_secondary,-0.025201701764545392,0.625,256,2.0,False,47
1496101785555134602,0.0,quotient_exact,-0.02966003294544839,0.421875,256,6.281669823946294,False,48
1496101785555134602,0.0,raw_coordinates,0.4424769862354604,0.0078125,256,12.630118396694584,True,48
1496101785555134602,0.0,moment_registration,-0.06560495941456812,0.5390625,256,3.4022270229019185,False,48
1496101785555134602,0.0,euler_secondary,0.06925674555847372,0.0625,256,2.5495097567963922,False,48
4235746736207545671,0.0,quotient_exact,-0.04155734352978335,0.625,256,6.788564272211528,False,49
4235746736207545671,0.0,raw_coordinates,0.504727387102091,0.0078125,256,13.590973611219264,True,49
4235746736207545671,0.0,moment_registration,-0.055639643187744836,0.375,256,3.744739871625035,False,49
4235746736207545671,0.0,euler_secondary,-0.04003715720308332,0.8203125,256,2.1213203435596424,False,49
12394558298169548853,0.0,quotient_exact,-0.05104668420007907,0.2890625,256,6.796641520808715,False,50
12394558298169548853,0.0,raw_coordinates,0.48491034831112956,0.0078125,256,12.558690602148081,True,50
12394558298169548853,0.0,moment_registration,-0.08054144256140217,0.5859375,256,4.216185229732917,False,50
12394558298169548853,0.0,euler_secondary,-0.058886697214733386,0.9765625,256,2.29128784747792,False,50
9776069374486831546,0.0,quotient_exact,-0.06126385238186027,0.1875,256,6.653303412205703,False,51
9776069374486831546,0.0,raw_coordinates,0.491801273886707,0.0078125,256,12.771870915712062,True,51
9776069374486831546,0.0,moment_registration,-0.04857006549178333,0.0546875,256,3.815135696813734,False,51
9776069374486831546,0.0,euler_secondary,-0.06821220822686036,0.8828125,256,1.8708286933869707,False,51
2348768157627659166,0.0,quotient_exact,-0.06561041848853999,0.4375,256,7.651134147778186,False,52
2348768157627659166,0.0,raw_coordinates,0.41965724307978414,0.0078125,256,13.428877093763996,True,52
2348768157627659166,0.0,moment_registration,-0.09800655964686733,0.703125,256,4.840199305634495,False,52
2348768157627659166,0.0,euler_secondary,-0.06693725816941598,0.9921875,256,2.1213203435596424,False,52
1227332908786355767,0.0,quotient_exact,-0.06301134418750076,1.0,256,5.819697217162291,False,53
1227332908786355767,0.0,raw_coordinates,0.5386552507897228,0.0078125,256,12.13028963054012,True,53
1227332908786355767,0.0,moment_registration,-0.0911725815007749,1.0,256,3.1345828939643825,False,53
1227332908786355767,0.0,euler_secondary,-0.036737388935354054,0.7421875,256,2.29128784747792,False,53
10294154309735092292,0.0,quotient_exact,-0.05597757324796793,0.5859375,256,6.207141905206841,False,54
10294154309735092292,0.0,raw_coordinates,0.6315288095685301,0.0078125,256,12.339073517514645,True,54
10294154309735092292,0.0,moment_registration,-0.0845851011208949,0.96875,256,3.1775858413675917,False,54
10294154309735092292,0.0,euler_secondary,0.015287679458519943,0.1875,256,2.1213203435596424,False,54
13179427702763852454,0.0,quotient_exact,-0.07186711934470935,0.4375,256,6.5543930409445075,False,55
13179427702763852454,0.0,raw_coordinates,0.5569690894829318,0.0078125,256,13.037208280526373,True,55
13179427702763852454,0.0,moment_registration,-0.0943485072376371,0.328125,256,4.182194961603493,False,55
13179427702763852454,0.0,euler_secondary,-0.05077739387318414,0.8984375,256,2.0,False,55
1334188908458888247,0.0,quotient_exact,-0.05847166020109662,0.234375,256,7.091009362031419,False,56
1334188908458888247,0.0,raw_coordinates,0.5006514493356679,0.0078125,256,12.651210541612619,True,56
1334188908458888247,0.0,moment_registration,-0.06208396324087251,0.0390625,256,4.472916192327578,True,56
1334188908458888247,0.0,euler_secondary,0.045744261870257596,0.0078125,256,2.1213203435596424,True,56
7148445328048135263,0.0,quotient_exact,-0.04401488582590085,0.3203125,256,6.7893180380317935,False,57
7148445328048135263,0.0,raw_coordinates,0.4823909844240504,0.0078125,256,12.316458638632447,True,57
7148445328048135263,0.0,moment_registration,-0.09143607187714109,0.90625,256,4.341589741179156,False,57
7148445328048135263,0.0,euler_secondary,-0.014939556716257019,0.421875,256,1.8708286933869707,False,57
3823268368009566833,0.0,quotient_exact,-0.048696429637694716,0.15625,256,6.494343707353683,False,58
3823268368009566833,0.0,raw_coordinates,0.5499630386190097,0.0078125,256,12.474384579838794,True,58
3823268368009566833,0.0,moment_registration,-0.06762103103764061,0.34375,256,3.3807959908487226,False,58
3823268368009566833,0.0,euler_secondary,-0.01763735986409798,0.5859375,256,2.8284271247461903,False,58
12276814823094795228,0.0,quotient_exact,-0.048651194063670355,0.296875,256,6.430452069373178,False,59
12276814823094795228,0.0,raw_coordinates,0.4987118147800167,0.0078125,256,12.825862737875083,True,59
12276814823094795228,0.0,moment_registration,-0.07714437687376186,0.4140625,256,3.9951283486651605,False,59
12276814823094795228,0.0,euler_secondary,0.03912287523465374,0.078125,256,2.0,False,59
8967330663703868619,0.0,quotient_exact,-0.06633287060192361,0.8046875,256,6.125026219105209,False,60
8967330663703868619,0.0,raw_coordinates,0.4351063031713821,0.0078125,256,12.270777396192097,True,60
8967330663703868619,0.0,moment_registration,-0.07948774559022542,0.8203125,256,3.213044211362342,False,60
8967330663703868619,0.0,euler_secondary,0.01062905070220388,0.234375,256,3.24037034920393,False,60
10082509170697441220,0.0,quotient_exact,-0.030865745465057826,0.0703125,256,5.969330363397917,False,61
10082509170697441220,0.0,raw_coordinates,0.413921164833172,0.0078125,256,11.972538304391168,True,61
10082509170697441220,0.0,moment_registration,-0.06169275349638681,0.15625,256,3.5494080656610056,False,61
10082509170697441220,0.0,euler_secondary,-0.002038252521764372,0.2890625,256,2.0,False,61
16529200259702448977,0.0,quotient_exact,-0.06628253874289869,0.7109375,256,7.218156238325265,False,62
16529200259702448977,0.0,raw_coordinates,0.500419400048167,0.0078125,256,11.428386260545924,True,62
16529200259702448977,0.0,moment_registration,-0.09002204137717296,0.6875,256,4.390856914881523,False,62
16529200259702448977,0.0,euler_secondary,-0.031124248368336604,0.6484375,256,2.1213203435596424,False,62
12955932684325445775,0.0,quotient_exact,-0.058999819096295814,0.3515625,256,6.131369925405996,False,63
12955932684325445775,0.0,raw_coordinates,0.56228779055365,0.0078125,256,12.634107139382738,True,63
12955932684325445775,0.0,moment_registration,-0.06848718190827308,0.03125,256,3.1684103500453404,True,63
12955932684325445775,0.0,euler_secondary,-0.006021919200256853,0.1328125,256,2.7386127875258306,False,63
9288657582117365306,0.0,quotient_exact,-0.05806787777274225,0.7890625,256,6.495048446753449,False,64
9288657582117365306,0.0,raw_coordinates,0.5196024021716461,0.0078125,256,12.531965671334637,True,64
9288657582117365306,0.0,moment_registration,-0.07302393179845201,0.6640625,256,3.746924525786887,False,64
9288657582117365306,0.0,euler_secondary,-0.048269197571618516,0.921875,256,1.8708286933869707,False,64
17752969821602404862,0.0,quotient_exact,-0.06196719604957868,0.3359375,256,7.028593430633097,False,65
17752969821602404862,0.0,raw_coordinates,0.5155368580678782,0.0078125,256,12.396072770626184,True,65
17752969821602404862,0.0,moment_registration,-0.09831528852586935,0.3984375,256,3.8783254193868553,False,65
17752969821602404862,0.0,euler_secondary,-0.059442138363635655,0.96875,256,2.7838821814150108,False,65
5924534237832779004,0.0,quotient_exact,-0.06193705861889964,0.7578125,256,6.4624255397795825,False,66
5924534237832779004,0.0,raw_coordinates,0.4255566754937582,0.0078125,256,11.194190971766256,True,66
5924534237832779004,0.0,moment_registration,-0.07216075339849859,0.78125,256,3.3472501715955203,False,66
5924534237832779004,0.0,euler_secondary,-0.03565497583469335,0.6171875,256,2.23606797749979,False,66
1304819635949852277,0.0,quotient_exact,-0.08481366755797226,0.9609375,256,7.634877663861735,False,67
1304819635949852277,0.0,raw_coordinates,0.41005580858474266,0.0078125,256,12.155781488296054,True,67
1304819635949852277,0.0,moment_registration,-0.10788240498039015,0.6875,256,4.567895817901683,False,67
1304819635949852277,0.0,euler_secondary,-0.04287663757431903,0.1015625,256,6.855654600401044,False,67
7202957061711351234,0.0,quotient_exact,-0.06283816632850991,0.578125,256,6.958496941064688,False,68
7202957061711351234,0.0,raw_coordinates,0.5023226834342426,0.0078125,256,12.4182494689753,True,68
7202957061711351234,0.0,moment_registration,-0.07312378892609839,0.359375,256,4.498766681622833,False,68
7202957061711351234,0.0,euler_secondary,0.025863530963315617,0.1171875,256,2.1213203435596424,False,68
10013562856523094919,0.0,quotient_exact,-0.05867873285835856,0.8671875,256,6.188041640267064,False,69
10013562856523094919,0.0,raw_coordinates,0.528719210521884,0.0078125,256,14.263045950906363,True,69
10013562856523094919,0.0,moment_registration,-0.0727089733137658,0.8828125,256,3.2741136138915947,False,69
10013562856523094919,0.0,euler_secondary,0.08122384286893869,0.171875,256,2.9154759474226504,False,69
3832680221088908929,0.0,quotient_exact,-0.06518081649167184,0.3515625,256,7.414283444963109,False,70
3832680221088908929,0.0,raw_coordinates,0.5085305431038725,0.0078125,256,13.062591411986212,True,70
3832680221088908929,0.0,moment_registration,-0.09472790898741401,0.4921875,256,5.739257715736082,False,70
3832680221088908929,0.0,euler_secondary,-0.05123327204981065,0.8359375,256,2.8284271247461903,False,70
12103498035168787978,0.0,quotient_exact,-0.0437562323028271,0.21875,256,6.388739513738603,False,71
12103498035168787978,0.0,raw_coordinates,0.4836443883638377,0.0078125,256,11.949654630655827,True,71
12103498035168787978,0.0,moment_registration,-0.07574425008866137,0.3515625,256,3.481443200786787,False,71
12103498035168787978,0.0,euler_secondary,-0.012527883545185525,0.09375,256,2.0,False,71
